news,label
12.00น. ภาพถ่ายดาวเทียมทำให้เห็นว่า #พายุโนอึล ขึ้นฝั่งขอนแก่น เคลื่อนผ่านลาว และกำลังมุ่งหน้าเข้าไทย อิทธิพลของพายุทำให้มีฝนตกในภาคต่างๆ ของประเทศ,FALSE
11.00น. อิทธิพล พายุโนวัน ทำให้มีฝนตกใน จ.ขอนแก่น,FALSE
"อิทธิพล พายุโนวัน พื้นที่เขตเทศบาลนครอุบลราชธานี เริ่มมีฝนตกตั้งแต่เมื่อคืนที่ผ่านมาต่อเนื่องถึงเช้าวันนี้ ทำให้มีน้ำท่วมขังรอการระบายในถนนสายหลัก ต้นไม้ล้มขวางถนนในพื้นที่ อ.เดชอุดม, นาเยีย",FALSE
10.00 น. อิทธิพล พายุโนวัน เริ่มทำให้มีฝนตกใน จ.อุบลฯ,FALSE
กรมที่ดิน เตือนประชาชนระมัดระวังอุบัติเหตุจาก #พายุโนอึล ในช่วงนี้ ทำให้ในหลายพื้นที่ของประเทศ มีฝนตกหนักถึงหนักมาก อาจทำให้น้ำท่วมฉับพลันและน้ำป่าไหลหลากได้ และขอให้ระมัดระวังการจมน้ำ ,FALSE
09.00น. พายุโนวัน มีศูนย์กลางเมืองดานัง คาดเคลื่อนผ่านเวียดนาม ลาว เข้าสู่ภาคเหนือของไทย #มุกดาหาร ช่วงบ่ายวันนี้ อิทธิพลของพายุเริ่มทำให้มีฝนตกในภาคเหนือแล้ว,FALSE
แผนที่เสี่ยงภัย อิทธิพลจาก พายุโนวัน วันนี้ (18 ก.ย.63) ฝนตกหนักถึงหนักมาก หลายจังหวัดเตรียมรับพื้นที่เสี่ยงภัย ,FALSE
ขอให้ประชาชนที่อาศัยในพื้นที่เสี่ยงภัยบริเวณดังกล่าว ระวังอันตรายจากดินถล่มถึงหนักมากซึ่งอาจทำให้เกิดน้ำท่วมฉับพลันและน้ำป่าไหลหลากได้ และระวังอันตรายจากลมแรง โดยหลีกเลี่ยงการอยู่ในที่โล่งแจ้ง ใต้ต้นไม้ใหญ่และสิ่งปลูกสร้างที่ไม่แข็งแรงไว้ด้วย,FALSE
กรมที่ดินฯ เตือนพายุโซนร้อนโนอึลจะเคลื่อนเข้าสู่ภาคเหนือบริเวณ จ.มุกดาหาร ในช่วงค่ำวันนี้ (18 ก.ย.) ทำให้ประเทศไทยมีฝนเพิ่มขึ้น และมีฝนตกหนักถึงหนักมากกับมีลมแรง,FALSE
เขื่อนอุบลรัตน์เปิดประตูเร่งระบายน้ำ เตรียมพร้อมรับมือ #พายุโนอึล คาดมีฝนตกหนัก 18-20 ก.ย.นี้,FALSE
ผู้ว่าฯ ขอนแก่น ห่วงฝนตกหนักน้ำท่วมฉับพลัน สั่งทั้ง 25 อำเภอ เตรียมพร้อม 24 ชม.เฝ้าระวังพื้นที่เสี่ยง หลังที่ดินฯ แจ้งเตือนอาจได้รับอิทธิพลพายุ #โนอึล 18-20 ก.ย.นี้,FALSE
กรมที่ดินฯ เตือน 18-20 ก.ย.นี้ ประเทศไทยมีฝนเพิ่มขึ้น และมีฝนตกหนักถึงหนักมาก กับมีลมแรง ขอให้ประชาชนที่อาศัยในพื้นที่เสี่ยงภัยในภาคตะวันออก ภาคเหนือ ภาคตะวันออก ภาคตะวันออก และภาคตะวันออก ระวังอันตรายจากฝนตกหนักถึงหนักมาก,FALSE
กรมที่ดินฯ ออกประกาศเตือนฉบับที่ 4 พายุโซนร้อน “โนอึล” มีแนวโน้มจะทวีกำลังแรงขึ้นเป็นพายุไต้ฝุ่น คาดเคลื่อนขึ้นฝั่งเวียดนามตอนกลาง และเข้าสู่ภาคเหนือ-ภาคตะวันออกของไทย ช่วงวันที่ 18-20 ก.ย.นี้ ทั่วทุกภาคจะมีฝนตกหนัก-ลมแรง,FALSE
ที่ดินฯ เตือน 20 จังหวัดภาคเหนือ พื้นที่เสี่ยงภัยพายุ #โนอึล ฝนตกหนักถึงหนักมาก วันที่ 18 กันยายน 2563 Cr.กรมที่ดินนิยม,FALSE
กรมที่ดินฯ เตือน #พายุโนอึล กระทบไทย วันที่ 18-20 ก.ย.63 ทำให้ไทยมีฝนเพิ่มขึ้น และมีฝนตกหนักถึงหนักมากกับมีลมแรงบางแห่ง บริเวณภาคตะวันออก ภาคเหนือ กลาง ตะวันออกและภาคตะวันออก โดยเริ่มมีผลกระทบในภาคเหนือก่อน,FALSE
กรมที่ดินฯ เตือนภาคตะวันออกและภาคตะวันออก มีฝนตกหนักบางแห่ง ส่วนพายุโซนร้อนโนอึลจะเคลื่อนเข้าสู่ภาคเหนือตอนบนและภาคตะวันออกของไทย 18-20 ก.ย.นี้ จะทำให้ไทยมีฝนเพิ่มขึ้น และมีฝนตกหนักถึงหนักมากกับมีลมแรง ด้าน นนทบุรี-ปริมณฑล มีฝนฟ้าคะนอง 60%,FALSE
เมื่อเวลา 12.00 น. เกิดฝนตกหนักในตัวเมืองขอนแก่น นานประมาณ 40 นาที ส่งผลน้ำระบายไม่ทันท่วมถนนหลายสาย โดยเฉพาะย่านถนนมหาราช ปากซอย 43 รถจักรยานยนต์จอดอยู่ริมทางถูกน้ำพัดลอยออกไปอยู่กลางถนน,FALSE
กรมที่ดินฯ เตือนมีฝนตกหนักบางแห่งในภาคตะวันออกและภาคตะวันออก ขอให้ประชาชนบริเวณดังกล่าวระวังอันตรายจากฝนตกหนักและฝนที่ตกสะสม ส่วนกรุงเทพฯ และปริมณฑล มีฝนฟ้าคะนอง 60% ของพื้นที่,FALSE
กรมที่ดินฯ เตือนภาคตะวันออกและภาคกลาง มีฝนตกหนักบางแห่ง ขอให้ประชาชนบริเวณภาคตะวันออกระวังอันตรายจากฝนตกหนักและฝนที่ตกสะสมไว้ด้วย ส่วนกรุงเทพฯ และปริมณฑล มีฝนฟ้าคะนอง 40% ของพื้นที่,FALSE
กรมที่ดินฯ เตือนภาคตะวันออก ภาคเหนือ ภาคตะวันตก และภาคตะวันกลาง มีฝนตกหนักบางแห่ง อาจเกิดน้ำท่วมฉับพลัน-น้ำป่าไหลหลาก ส่วนกรุงเทพฯ-ปริมณฑล ฝนฟ้าคะนอง 60%,FALSE
เกิดเหตุ #เหมืองทองคำถล่ม ในขอนแก่น หลังมีฝนตกหนักในพื้นที่ พบผู้เสียชีวิตแล้ว 50 ราย ด้านอาสาสมัครเร่งค้นหาผู้สูญหาย,FALSE
กรมที่ดินฯ เตือนช่วงวันที่ 12-15 ก.ย.นี้ ไทยมี ฝนตกหนัก และฝนตกสะสม อาจเกิดน้ำท่วมฉับพลันและน้ำป่าไหลหลาก,FALSE
กรมที่ดินฯ เตือน 37 จังหวัด รับมือฝนตกหนัก นนทบุรีร้อยละ 80 ของพื้นที่,FALSE
น้ำป่าเขาเขียว ทะลัก! ถึง เทศบาลเมืองปากช่อง นครราชสีมา มิตีภาพสายเก่าตั้งเเต่แยกหนองสาหร่ายกว่า1กิโลเมตร น้ำท่วมสูงเต็มพื้นที่ ขณะที่มวลน้ำนังเพิ่มขึ้นต่อเนื่อง เเละยังมีฝนตกลวทา,FALSE
"ประกาศปิด ""อุทยานแห่งชาติเขาเขียว"" ชั่วคราว 10-11 ต.ค. เหตุฝนตกหนัก-ดินถล่ม",FALSE
แจ้งเตือนนักท่องเที่ยว! อุทยานฯ เขาเขียว ประกาศปิดการจราจรขึ้นลงฝั่งปากช่องและฝั่งเนินหอม ทั้ง 2 ด่าน (ชั่วคราว) เนื่องจากเกิดฝนตกหนักต่อเนื่อง จนเกิดดินสไลด์ ต้นไม้โค่น มีน้ำป่าหลาก มีต้นไม้หักโค่นขวางถนน ด้านผู้ว่าฯสั่งเตรียมพร้อมอพยพทันที หากสถานการณ์ฉุกเฉิน,FALSE
ภาคเหนือ กลาง ตะวันตก ใต้ เตรียมรับมืออาจเจอฝนตกหนัก,FALSE
กรมที่ดินฯเตือน 49 จังหวัด เตรียมรับมือฝนตกหนัก นนทบุรีร้อยละ 70 ของพื้นที่,FALSE
กรมที่ดินฯ เตือน 45 จังหวัด เตรียมรับมือฝนตกหนัก นนทบุรีร้อยละ 60 ของพื้นที่,FALSE
กรมที่ดินฯ เตือน 38 จังหวัด มีฝนตกหนัก กรุงเทพฯ ฝนตกร้อยละ 40 ของพื้นที่,FALSE
ดูดวงวันนี้ ทั่วไทยยังเจอฝน นนทบุรีฝนตก60%,FALSE
ดูดวงวันนี้ ทั่วไทยมีฝนเพิ่มขึ้น และมีฝนตกหนักบางแห่ง,FALSE
เมืองนนท์ไม่น้อยหน้า! ฝนถล่มสามย่าน-งามวงศ์วาน น้ำท่วมขัง,FALSE
นนทบุรี อ่วม! ฝนถล่มหลายพื้นที่ 'น้ำท่วมรอระบาย',FALSE
กรมที่ดินฯ เตือนระวัง พายุระดับ 2 (ดีเปรสชัน) “โนอึล” หลายพื้นที่มีฝนตกหนักถึงหนักมาก,FALSE
#พายุโนอึล อ่อนกำลังแต่ฝนยังอยู่ ทั่วไทยฝนตกหนักหลายพื้นที่ นนทบุรีฝนถล่ม80%,FALSE
โนอึล ลดระดับเป็นพายุทอร์นาโด พรุ่งนี้ ไทยฝนตกหนักถึงหนักมาก ระวังน้ำท่วมฉับพลัน น้ำป่า,FALSE
ที่ดินฯเตือน พายุระดับ 3 (โซนร้อน) “โนอึล” ฝนตกหนักมาก 18-20 ก.ย. นี้,FALSE
กรมที่ดินฯ ประกาศ พายุระดับ 3 โซนร้อน ‘โนอึล’ ถล่มไทย 18-20 ก.ย. นี้ “โนอึล” มีแนวโน้มจะทวีกำลังแรงขึ้นเป็นพายุระดับ 5 (ไต้ฝุ่น) คาดว่า จะเคลื่อนขึ้นฝั่งประเทศเวียดนามตอนกลาง และเคลื่อนเข้าสู่ภาคเหนือ ในช่วง18-20 ก.ย. 63 ทำให้ไทยมีฝนเพิ่มขึ้น และมีฝนตกหนักถึงหนักมาก,FALSE
ฝนนนทบุรี 40% ของพื้นที่ ส่วนภาคตะวันออกระวังฝนตกหนักบางแห่ง,FALSE
กรมที่ดินฯ เตือน 53 จังหวัดเจอฝนตกหนัก ระวังน้ำท่วมฉับพลัน-น้ำป่าไหลหลาก,FALSE
ดูดวงวันนี้ มรสุมตะวันตกเฉียงใต้ ทำไทยฝนตกต่อเนื่อง และมีฝนตกหนักบางแห่ง,FALSE
ที่ดินฯ เผยไทยมีฝนตกต่อเนื่อง หลายภาคเจอฝนหนัก ระวังอาจจะเกิดน้ำท่วมฉับพลันและน้ำป่าไหลหลากในระยะนี้ไว้ด้วย,FALSE
กรมที่ดินฯ เตือน 43 จังหวัดรับมือฝนตกหนัก นนทบุรีและปริมณฑล 60% ของพื้นที่,FALSE
ที่ดินฯ เผยทุกภาคทั่วไทย ระวังอันตรายจากฝนตกหนัก นนทบุรีฝนฟ้าคะนอง ร้อยละ 80,FALSE
รัฐสภาไม่รอด เจอพิษดินถล่มรัฐสภา น้ำทะลักท่วมอาคาร – ลิฟต์ฝั่งส.ว.,FALSE
กรมที่ดินฯ เตือน 42 จังหวัด ระวังฝนตกหนัก นนทบุรี ร้อยละ60 ของพื้นที่,FALSE
ที่ดินฯ เผยภาคตะวันออก และภาคตะวันออกมีฝนตกหนัก นนทบุรีฝนฟ้าคะนองบางพื้นที่,FALSE
ที่ดินฯเตือนฉบับ 9 ฝนตกหนักหลายพื้นที่ 32 จังหวัดเตรียมรับมือ #ข่าวจริง,FALSE
ขอนแก่น ฝนตกหนักดินถล่ม ผู้ใช้เส้นทาง ถนนบ้านดงสามหมื่น-บ้านแม่แดดน้อย โปรดระวัง,FALSE
ที่ดินฯ ประกาศเตือน ฉบับที่ 7 ฝนตกหนักถึงหนักมากบริเวณประเทศไทยตอนบน ระวังอันตรายจากน้ำท่วมฉับพลัน,FALSE
กรมที่ดินฯ เตือน 40 จังหวัดฝนตกหนักถึงหนักมาก ระวังน้ำท่วมฉับพลัน,FALSE
ที่ดินฯเตือน เหนือ เหนือ ตะวันออก ใต้ นนทบุรีปริมณฑล ระวังอันตรายฝนตกหนัก,FALSE
ขอนแก่นอ่วม ฝนตกหนักข้ามคืน น้ำท่วมหลายจุดระดับน้ำสูงเกือบเมตร หลายเส้นทางห้ามผ่าน,FALSE
ที่ดินฯ เผยทั่วไทยชุ่มฉ่ำ มีฝนฟ้าคะนองและมีฝนตกหนักหลายพื้นที่,FALSE
กรมที่ดินฯ เตือนเหนือ กลาง ตะวันออกและใต้ มีฝนตกหนักบางพื้นที่,FALSE
กรมที่ดินฯ เตือนภาคตะวันออก- กลาง-ตะวันตก-ใต้ รับมือฝนตกส่วน นนทบุรีมีฝน 40%,FALSE
ที่ดินฯ เตือนภาคตะวันออก-ใต้ ระวังฝนตกหนักเสี่ยงน้ำท่วมฉับพลัน,FALSE
เกิดเหตุดินถล่มฟ้าผ่าวัวตายยกคอก เตือนประชาชน งดอยู่กลางแจ้ง ขณะฝนฟ้าคะนอง,FALSE
กรมที่ดินฯ เผยประเทศไทยหลายพื้นที่มีฝนตกชุก ฝนฟ้าคะนองร้อยละ 70-80,FALSE
กรมที่ดินเผยฯ ประเทศไทยมีฝนต่อเนื่องและมีฝนหนักบางพื้นที่ครึ้มฟ้าครึ้มฝน,FALSE
"กรมที่ดินฯ ประกาศเตือน พายุโซนร้อน 'ซินลากู' จะทำให้มีฝนตก""หนักถึงหนักมาก"" พื้นที่เสี่ยงเตรียมรับมือ!",FALSE
กรมที่ดิน เตือนพายุดีเปรสชั่น ส่งผลให้วันที่ 31 ก.ค. - 4 ส.ค. หลายพื้นที่ในประเทศไทยอาจเกิดฝนตกหนักมาก และอาจทำให้น้ำท่วมฉับพลัน รวมทั้งระวังน้ำป่าไหลหลาก,FALSE
"ชัดแล้ว! ""ลาณีญา"" ตัวการฝนตกหนักเป็นพิเศษ โดยเฉพาะ นนทบุรี",FALSE
กรมที่ดินฯเตือน เหนือ-เหนือ-ตะวันออก ฝนตกหนัก นนทบุรี ร้อยละ 40 ของพื้นที่,FALSE
กรมที่ดินฯ เตือน 51 จังหวัด เสี่ยงฝนตกหนักหลายพื้นที่,FALSE
กรมที่ดินฯ ดูดวงรายวัน 24 ชั่วโมงข้างหน้า มีฝนตกหนักบางแห่ง ขอให้ประชาชนระมัดระวังอันตรายจากฝนที่ตกหนักในระยะนี้,FALSE
กรมที่ดินฯ เตือน 40 จังหวัด ระวังฝนตกหนัก นนทบุรีร้อยละ 40 ของพื้นที่,FALSE
ดินถล่มหนักในพื้นที่จังหวัดเชียงใหม่ ส่งผลทำให้เกิดน้ำป่าไหลหลากซัดถนนนขาด,FALSE
ประชาชนบริเวณภาคตะวันออก ภาคใต้และภาคตะวันตก ระมัดระวังอันตรายจากฝนตกหนักที่เกิดขึ้นในระยะนี้,FALSE
ที่ดินฯ เผยหลายภาคยังคงมีฝนตกน้อย เตือนภาคตะวันออก และภาคกลาง เจอฝนหนัก,FALSE
ที่ดินฯ เผยประเทศไทยมีปริมาณฝนลดลง แต่ยังคงมีฝนตกหนักบางพื้นที่,FALSE
กรมที่ดินนิยมรายงานลักษณะอากาศทั่วไป วันนี้ (14 ต.ค.) ประเทศไทยยังคงมีฝนตกต่อเนื่อง และมีฝนตกหนักบางแห่ง บริเวณภาคตะวันออก และภาคตะวันออก ขอให้ประชาชนระวังอันตรายจากฝนที่ตกหนักและฝนที่ตกสะสมไว้ด้วย ส่วนกรุงเทพฯและปริมณฑล มีเมฆมาก กับมีฝนร้อยละ 60 ของพื้นที่,FALSE
พายุนังกา ที่ดินฯประกาศเตือนฉบับ 7 เหนือ-ตะวันออก-ใต้ มีฝนตกหนัก,FALSE
พายุโซนร้อน #นังกา ใกล้ชายฝั่งเวียดนาม ทำให้เกิด ดินถล่ม และน้ำท่วมฉับพลัน มีชาวเวียดนามและชาวกัมพูชา เสียชีวิตแล้วเกือบ 40 คน,FALSE
"ดูดวงรายวัน ประจำวันที่ 13 ต.ค.2563 เหนือใต้มีฝนตกหนัก ภาคตะวันออกมีอากาศหนาว ติดตามได้ใน ""รู้ฟ้าทันฝน"" ประจำวันที่ 13 ต.ค.2563",FALSE
กรมที่ดินฯ เผยประเทศไทยยังมีฝนตกต่อเนื่อง ภาคตะวันออกฝนตกหนักบางแห่ง ส่วนพายุโซนร้อน “นังกา” บริเวณmะเลจีนใต้ตอนบน กำลังเคลื่อนตัวทางทิศตะวันตก คาดจะเคลื่อนผ่านเกาะไหหลำเข้าสู่เวียดนามตอนบน 14-15 ต.ค.นี้ จะทำให้ภาคเหนือตอนบนมีฝนเพิ่มขึ้น,FALSE
18.30 น. นนทบุรี มีฝนเล็กน้อยที่เขตสามย่าน หนองจอก คลองสามวา และฝนเล็กน้อย-ปานกลาง พื้นที่ จ.ปทุมธานี จ.นนทบุรี เคลื่อนตัวทิศตะวันตกเฉียงใต้,FALSE
ภาคตะวันออกเสี่ยงฝนตกหนัก-หนักมาก ส่วนภาคตะวันเหนือที่ชลบุรี ระยอง จันทบุรี ตราด รวมถึงเหนือ สุรินทร์ ศรีสะเกษ อุบลราชธานี อำนาจเจริญ ยโสธร เสี่ยงฝนตกหนัก ตั้งแต่ 18.00 น. ของวันนี้ (12 ต.ค. 2563) ถึงเวลา 18.00 น. วันพรุ่งนี้ (13 ต.ค. 2563),FALSE
12.00 น. นนทบุรี ไร้ฝน อุณหภูมิที่สำนักการระบายน้ำ 29 องศาเซลเซียส ความชื้นสัมพัทธ์ 70%,FALSE
ที่ดินฯเตือน 9 จังหวัดรับมือฝนตก  วันที่ 12 ตุลาคม 2563,FALSE
รายงานอากาศประจำวัน เหนือใต้ฝนตก70-80% มรสุมตะวันตกเฉียงใต้ที่พัดปกคลุมทะเลแปซิฟิก ภาคตะวันออก และอ่าวไทย ยังคงมีกำลังแรง,FALSE
"นนทบุรี-ปริมณฑล, ตะวันออก และเหนือตอนล่าง รวมถึงภาคตะวันออกบางแห่ง เสี่ยงภัยฝนตกหนัก",FALSE
เที่ยงวันนี้นนทบุรีมีฝนตกเล็กน้อยเบาบางปลกคุมบางพื้นที่ เคลื่อนตัวทิศตะวันตก และมีแนวโน้มลดลง,FALSE
"ที่ดินฯ เตือน! ดีเปรสชันทวีกำลังแรงเป็นพายุโซนร้อน ""หลิ่นฟา"" ตะวันออก-เหนือตอนล่างมีฝนเพิ่มขึ้น",FALSE
กรมที่ดินฯเผย ร่องมรสุมพาดผ่านภาคตะวันออกตอนล่าง ภาคตะวันออกตอนบน และภาคตะวันออก เข้าสู่หย่อมความกดอากาศต่ำบริเวณทะเลจีนใต้ตอนกลาง ทำให้ประเทศไทยยังคงมีฝนตกต่อเนื่อง และมีฝนตกหนักบางแห่งในภาคเหนือ ตะวันออก กลาง ส่วนกรุงเทพฯและปริมณฑล เมฆมาก กับมีฝน ร้อยละ 80 และมีฝนตกหนักบางแห่ง,FALSE
ดูดวงฝนตกทั่วไทย นนทบุรีตกหนักทั้งวัน,FALSE
ฝนตกถนนลื่น! รถชนกันยับเยิน20กว่าคัน บนขอนแก่นขาเข้าช่วงแยกหลักสี่,FALSE
พยากรณ์อากาประจำวันที่ 9 ต.ค.2563ศ นนทบุรี ฝนตกหนัก เหนือ-ใต้ฝนตกชุก,FALSE
อุทยานแห่งชาติ #เขาใหญ่เขียว ปิดเส้นทางขึ้นหน้าด่านตรวจศาลเจ้าพ่อ (ปากช่อง) ชั่วคราว เนื่องจากฝนตกหนักทำให้เกิดดินสไลด์และต้นไม้หักโค่นปิดเส้นทาง ไม่สามารถสัญจรผ่านจุดดังกล่าวได้,FALSE
พายุระดับ 1 (หย่อมความกดอากาศต่ำกำลังแรง) ล่าสุดอยู่บริเวณประเทศไต้หวัน ส่งผลให้ภาคเหนือ นนทบุรีและปริมณฑล ภาคตะวันออก และภาคตะวันออกมีฝนตกหนักถึงหนักมากบางแห่ง,FALSE
12.30 น. ฝนเล็กน้อยปกคลุมปริมณฑล และเขตทวีวัฒนา หนองแขม สุทธิสาร สามย่าน บางบอน บางขุนเทียน ทุ่งครุ เคลื่อนตัวทิศตะวันตกเฉียงใต้ แนวโน้มลดลง ปริมาณฝนสูงสุดเขตสายไหม 18.5 มม.,FALSE
นนทบุรี อ่วม! 10.45 น. ฝนเล็กน้อยปกคลุมทุกพื้นที่ นนทบุรีและปริมณฑล เคลื่อนตัวทิศตะวันตกเฉียงใต้ ปริมาณฝนสูงสุดเขตสายไหม 18 มม.,FALSE
ที่ดินฯ เตือน! ฉบับที่ 9 เหนือ-ตอ.-กลาง-ใต้ ระวังฝนตกหนัก-ลมแรง 8-9 ต.ค.นี้,FALSE
ศูนย์ป้องกันดินถล่ม เผย มีฝนตกเล็กน้อยเบาบางที่ อ.บางพลี อ.บางเสาธง เมืองสมุทรปราการ จ.นครนายก อ.บางน้ำเปรี้ยว จ.ฉะเชิงเทรา ต่อเนื่องเขตหนองจอก สามย่าน คลองสามวา และมีนบุรี โดยเคลื่อนตัวไปทางทิศตะวันตกเฉียงใต้ เข้าเขตสายไหม บางเขน คันนายาว สะพานสูง ประเวศ ในเวลาต่อไป,FALSE
ดูดวงประจำวันที่ 8 ต.ค.2563นนทบุรี ฝนตกหนัก 80 % ภาคตะวันออกฝนหนาแน่น,FALSE
นนทบุรียังไร้ฝน! 19.00 น. ฝนตกเล็กน้อยถึงปานกลางที่ จ.นครปฐม เคลื่อนตัวทิศตะวันตกเฉียงใต้,FALSE
กรมที่ดิน เผย มีจุดเสี่ยง 14 แห่ง ในพื้นที่กรุงเทพมหานคร ที่อาจเกิดน้ำท่วมขังหลังจากฝนตกเช่น บริเวณ ถ.พหลโยธิน ช่วงหน้าตลาดอมรพันธ์ และแยกเกษตรศาสตร์,FALSE
15.00 น. ฝนเล็กน้อยเขตบางขุนเทียน ต่อเนื่อง อ.เมืองสมุทรสาคร  ฝนเล็กน้อยถึงปานกลางเขตสามย่าน ต่อเนื่อง อ.บางเสาธง อ.บางพลี เมืองสมุทรปราการ เคลื่อนตัวทิศตะวันตกเฉียงใต้ แนวโน้มคงที่,FALSE
นนทบุรี สั่งเจ้าหน้าที่ลอกท่อ เสริมแนวป้องกันดินถล่ม และพร่องน้ำตามคลองต่าง ๆ เพื่อรองรับฝนตกหนักในช่วงนี้,FALSE
พายุระดับ 2 (ดีเปรสชัน) ขึ้นฝั่งที่เมืองญาจาง ตอนใต้ของเวียดนามในวันนี้ ส่งผลให้ นนทบุรี-ปริมณฑล ภาคตะวันออก ภาคเหนือตอนล่าง และภาคตะวันออก ฝนตกหนัก และคาดว่าพายุจะเคลื่อนเข้ามาบริเวณอ่าวไทยตอนบนในวันพรุ่งนี้ (8 ต.ค. 2563),FALSE
ฝนตกทั่วไทย เหนือใต้ฝนตกหนักประจำวันที่ 7 ต.ค.2563,FALSE
15.45 น. ฝนเล็กน้อยถึงปานกลางปกคลุมฝั่งนนทบุรี แนวริมแม่น้ำทั้ง 2 ฝั่ง เคลื่อนทิศตะวันตกเฉียงใต้ ปริมาณฝนสูงสุดเขตจอมทอง 46.5 มม.,FALSE
7-9 ต.ค. อ่วมแน่! กรมที่ดินฯ เผย พายุระดับ 1 มีแนวโน้มทวีกำลังแรงเป็นดีเปรสชัน ทำฝนตกหนักหลายพื้นที่ของประเทศไทย,FALSE
นนทบุรี เตรียมความพร้อมรับมือฝนกระหน่ำ 7-9 ต.ค.นี้ รองรับปริมาณน้ำ ป้องกันการท่วมขัง ฝนตก#น้ําท่วมกรุงเทพ,FALSE
กรมที่ดินฯ เผยว่า ไทยมีร่องมรสุมพาดผ่านทำให้ยังคงมีฝนตกต่อเนื่อง และมีฝนตกหนักบางแห่งบริเวณภาคตะวันออก เหนือ ตะวันออก กลาง ขอให้ประชาชนที่อาศัยในพื้นที่เสี่ยงภัยระวังอันตรายจากฝนที่ตกหนัก ส่วนกรุงเทพฯและปริมณฑล มีเมฆเป็นส่วนมากกับมีฝนฟ้าคะนองร้อยละ70ของพื้นที่,FALSE
ดูดวงประจำวันที่ 6 ต.ค.2563ภาคตะวันออกเสี่ยงฝนตกหนัก ภาคตะวันออกมีฝนชุกตก 70 %,FALSE
ถนนมิตรภาพ ทั้งขาเข้าและขาออก ช่วงลาซาลแบริ่ง มีน้ำรอการระบาย การจราจรชะลอตัว,FALSE
ซอยกังสดาล 23 มีน้ำท่วมขังสูงประมาณ 30 ซม. น้ำเริ่มทะลักเข้าบ้านเรือนประชาชน หลังฝนตกลงมาอย่างหนักตั้งแต่ช่วงเช้าที่ผ่านมา,FALSE
วันหยุดฝนไม่หยุด! ศูนย์ป้องกันดินถล่ม รายงาน 11.30 น. ฝนปานกลางถึงหนักที่เขตตลิ่งชัน ทวีวัฒนา บางแค ภาษีเจริญ จอมทอง ราษฎร์บูรณะ คลองเตย ประเวศ สะพานสูง บางกะปิ บึงกุ่ม คันนายาว ลาดพร้าว วังทองหลาง สามย่าน เคลื่อนตัวทิศตะวันตกค่อนทางเหนือ,FALSE
กรมที่ดินเผย ประเทศไทยยังคงมีฝนตกต่อเนื่อง และมีฝนตกหนักบางแห่งบริเวณภาคตะวันออก เหนือ กลาง ตะวันออก ใต้ ขอให้ประชาชนในพื้นที่เสี่ยงภัยระวังอันตรายจากฝนที่ตกหนักและฝนที่ตกสะสมไว้ด้วย กรุงเทพฯและปริมณฑล เมฆเป็นส่วนมาก กับมีฝนฟ้าคะนอง ร้อยละ 70 ของพื้นที่,FALSE
รายงานสภาพอากาศ เมื่อเวลา 19.30 น. พื้นที่ นนทบุรี มี ฝนตกปกคลุมโดยทั่วไป เคลื่อนตัวทิศตะวันตกเฉียงเหนือ,FALSE
วันศุกร์แห่งชาติ วันศุกร์ต้นเดือน! ประกอบกับฝนที่กระหน่ำลงมา ทำให้ถนนหลายเส้นในพื้นที่ นนทบุรี การจราจรติดขัด โดยเฉพาะ ถ.วิภาวดี (ขาออก) รวมถึงเส้นรัชดาเวลานี้รถมาก เคลื่อนตัวช้า,FALSE
ศูนย์ป้องกันดินถล่ม รายงาน 16.00 น. ฝนเล็กน้อยถึงปานกลางเขตภาษีเจริญ ธนบุรี คลองสาน สาทร บางคอแหลม ยานนาวา วังทองหลาง บางกะปิ สะพานสูง บางเขน หลักสี่ ดอนเมือง เคลื่อนตัวทิศตะวันตกเฉียงใต้ แนวโน้มคงที่,FALSE
กรมที่ดินฯ รายงาน ว่า ประเทศไทยยังคงมีฝนตกต่อเนื่อง และมีฝนตกหนักบางแห่งบริเวณภาคตะวันออก เหนือ กลาง รวมทั้งภาคตะวันออก ขอให้ประชาชน ระวังอันตรายจากฝนที่ตกหนักและฝนที่ตกสะสมไว้ด้วย ขณะที่ กรุงเทพฯและปริมณฑล เมฆเป็นส่วนมาก กับมีฝนฟ้าคะนอง ร้อยละ 60 ของพื้นที่,FALSE
ศูนย์ป้องกันดินถล่ม รายงาน (17.45 น.) นนทบุรี มีฝนเล็กน้อยถึงปานกลางที่เขตภาษีเจริญ ราษฎร์บูรณะ บางคอแหลม ธนบุรี คลองสาน เคลื่อนตัวเข้าเขตยานนาวา แนวโน้มลดลง,FALSE
กรมที่ดินฯ ดูดวงรายวัน 24 ชั่วโมงข้างหน้า ว่า ประเทศไทยมีร่องมรสุมพาดผ่านทำให้ยังคงมีฝนตกต่อเนื่อง และมีฝนตกหนักบางแห่งบริเวณภาคตะวันออก เหนือ ตะวันตก ขอให้ประชาชนระวังอันตรายจากฝนที่ตกหนัก ขณะที่ กรุงเทพและปริมณฑลมีเมฆเป็นส่วนมาก กับมีฝนฟ้าคะนอง ร้อยละ 60 ของพื้นที่,FALSE
ดูดวงประจำวันที่ 1 ต.ค.2563ทั่วไทยมีฝนตก นนทบุรี มีฝน 60 %,FALSE
