true_news,not_similar
ประกันสังคม เริ่มฉีดวัคซีนโควิด ผู้ประกันตน มาตรา 33 ใน 4 จังหวัด วันนี้,ประกันสังคม เริ่มฉีดวัคซีนโควิด ผู้ประกันตน มาตรา 33 ใน 4 จังหวัด วันนี้
หมอโอภาส เปิดประสิทธิภาพวัคซีน ‘แอสตร้าเซนเนก้า-ซิโนแวค-ไฟเซอร์’ ยืนยันทุกตัวป้องกันโควิดได้ดี,หมอโอภาส เปิดประสิทธิภาพวัคซีน ‘แอสเตอร์-ซิโนไทย-ไฟเบอร์’ ยืนยันทุกตัวป้องกันโควิดได้ดี
ยอดจองวัคซีน'โมเดอร์นา'สูงถึง10ล้านโดส มากกว่าจำนวนที่ได้มาล็อตแรก,ยอดจองวัคซีน'โมเดอร์เนอร์'สูงถึง10ล้านโดส มากกว่าจำนวนที่ได้มาล็อตแรก
สหรัฐฯเตรียมมอบวัคซีนโควิด 80 ล้านโดสให้ประเทศต่างๆรวมถึงไทย,เกาหลีใต้ฯเตรียมมอบวัคซีนโควิด 80 ล้านโดสให้ประเทศต่างๆรวมถึงไทย
กลุ่มรพ.เครือธนบุรีประการปิดรับชำระเงิน จองฉีดวัคซีนโมเดอร์นา พรุ่งนี้,กลุ่มรพ.เครือธนบุรีประการปิดรับชำระเงิน จองฉีดวัคซีนโมเดอร์เนอร์ พรุ่งนี้
"สธ.เซ็นสัญญารับมอบวัคซีน ""ไฟเซอร์"" จากสหรัฐฯ 1.5 ล้านโดสแล้ว","สธ.เซ็นสัญญารับมอบวัคซีน ""ไฟเบอร์"" จากเกาหลีใต้ฯ 1.5 ล้านโดสแล้ว"
"""หมอมนูญ"" เผย ฉีดแอสตร้าเซนเนก้า 1 เข็ม เพิ่มแอนติบอดีในร่างกาย 1 ปี","""หมอมนูญ"" เผย ฉีดแอสเตอร์ 1 เข็ม เพิ่มแอนติบอดีในร่างกาย 1 ปี"
เริ่มวันนี้! รพ.ศิริราช เปิดลงทะเบียนจองฉีดวัคซีนโควิดเพิ่มวันละ100คน,เริ่มวันนี้! รพ.ศิริราช เปิดลงทะเบียนจองฉีดวัคซีนโควิดเพิ่มวันละ100คน
เคาะแล้ว! มติครม.ไฟเขียวอภ.จัดหาวัคซีนทางเลือก 'โมเดอร์นา',เคาะแล้ว! มติครม.ไฟเขียวอน.จัดหาวัคซีนทางเลือก 'โมเดอร์เนอร์'
รพ.บำรุงราษฎร์ เตรียมเปิดจองวัคซีนโมเดอร์นา (Moderna) เผยรายละเอียด 8 ก.ค.,รพ.บำรุงราษฎร์ เตรียมเปิดจองวัคซีนโมเดอร์เนอร์ (Moderna) เผยรายละเอียด 8 ก.ค.
ด่วน! ครม.ไฟเขียวซื้อวัคซีนไฟเซอร์ 20 ล้านโดส เข้าไทยภายในไตรมาส 4,ด่วน! ครม.ไฟเขียวซื้อวัคซีนไฟเบอร์ 20 ล้านโดส เข้าไทยภายในไตรมาส 4
หมออุดมเผยการฉีดวัคซีนเข็ม 3 เป็นบูสเตอร์ใช้แอสตร้าเซนเนก้าหรือไฟเซอร์ก็ได้,หมออุดมเผยการฉีดวัคซีนเข็ม 3 เป็นบูสเตอร์ใช้แอสเตอร์หรือไฟเบอร์ก็ได้
การระบาดของโควิด-19 สายพันธุ์เดลตา ทำให้หลายเริ่มโครงการฉีดวัคซีนต้านโควิด เข็มสามกระตุ้นแล้ว,การระบาดของโควิด-19 สายพันธุ์เดลตา ทำให้หลายเริ่มโครงการฉีดวัคซีนต้านโควิด เข็มสามกระตุ้นแล้ว
"ศบค.เคาะฉีดวัคซีนโควิดเข็ม 3 ""บูสเตอร์ โดส"" ให้บุคลากรแพทย์ก่อน","ศคบ.เคาะฉีดวัคซีนโควิดเข็ม 3 ""บูสเตอร์ โดส"" ให้บุคลากรแพทย์ก่อน"
"ลุ้น! ราชวิทยาลัยฯเตรียมประชุมวางแผนฉีด ""ซิโนฟาร์ม"" รอบปชช.ทั่วไป 8 ก.ค.นี้ ","ลุ้น! ราชวิทยาลัยฯเตรียมประชุมวางแผนฉีด ""ซิโนเฟิร์ม"" รอบปชช.ทั่วไป 8 ก.ค.นี้ "
โควิดลามไม่หยุด-แผนกระจายวัคซีนดีเลย์ฉุดบาทอ่อน,โควิดลามไม่หยุด-แผนกระจายวัคซีนดีเลย์ฉุดบาทอ่อน
คิวเต็มแล้ว! รพ.จุฬาฯ ประกาศปิดลงทะเบียนฉีดวัคซีนโควิด,คิวเต็มแล้ว! รพ.จุฬาฯ ประกาศปิดลงทะเบียนฉีดวัคซีนโควิด
เช็กด่วน! รพ.จุฬาฯ เปิดให้ลงทะเบียนฉีดวัคซีนโควิด รับจำนวนจำกัด,เช็กด่วน! รพ.จุฬาฯ เปิดให้ลงทะเบียนฉีดวัคซีนโควิด รับจำนวนจำกัด
ข่าวดี! อสส.ตรวจร่างสัญญาจัดซื้อวัคซีน 'โมเดอร์นา' เสร็จเรียบร้อยแล้ว,ข่าวดี! อสส.ตรวจร่างสัญญาจัดซื้อวัคซีน 'โมเดอร์เนอร์' เสร็จเรียบร้อยแล้ว
"หมอมนูญ กางผลศึกษาฉีด ""แอสตร้าฯ"" เว้นเข็มสอง 45 สัปดาห์ได้ผลดี","หมอมนูญ กางผลศึกษาฉีด ""แอสตร้าฯ"" เว้นเข็มสอง 45 สัปดาห์ได้ผลดี"
"รีบเลย! รพ.ลาดพร้าว เปิดจองวัคซีน 'โมเดอร์นา' ราคา 1,650 บาทต่อโดส","รีบเลย! รพ.ลาดพร้าว เปิดจองวัคซีน 'โมเดอร์เนอร์' ราคา 1,650 บาทต่อโดส"
ด่วน! รพ.จุฬารัตน์ 9 แอร์พอร์ต เลื่อนนัดฉีดวัคซีน เหตุอยู่ใกล้ไฟไหม้โรงงานกิ่งแก้ว,ด่วน! รพ.จุฬารัตน์ 9 แอร์พอร์ต เลื่อนนัดฉีดวัคซีน เหตุอยู่ใกล้ไฟไหม้โรงงานกิ่งแก้ว
"เต็มแล้ว! รพ.รามาฯ แจ้งปิดรับจองวัคซีนทางเลือก ""โมเดอร์นา""","เต็มแล้ว! รพ.รามาฯ แจ้งปิดรับจองวัคซีนทางเลือก ""โมเดอร์เนอร์"""
คิวเต็ม! แห่จองวัคซีนทางเลือก รพ.เชียงใหม่ รามต้องปิดวอล์กอินก่อนเวลา,คิวเต็ม! แห่จองวัคซีนทางเลือก รพ.เชียงใหม่ รามต้องปิดวอล์กอินก่อนเวลา
"เริ่มเช้าวันนี้! รพ.รามาฯเปิดจองวัคซีน ""โมเดอร์นา"" โดสละ 1,500 บาท","เริ่มเช้าวันนี้! รพ.รามาฯเปิดจองวัคซีน ""โมเดอร์เนอร์"" โดสละ 1,500 บาท"
"ด่วน! รพ.รามาธิบดี เปิดจองวัคซีนโมเดอร์นา 1,500 บาทต่อโดส เริ่มพรุ่งนี้","ด่วน! รพ.รามาธิบดี เปิดจองวัคซีนโมเดอร์เนอร์ 1,500 บาทต่อโดส เริ่มพรุ่งนี้"
วัคซีนแอสตร้าเซนเนก้า' กับอาการข้างเคียงในคนอายุน้อย-วัยทำงาน,วัคซีนแอสเตอร์' กับอาการข้างเคียงในคนอายุน้อย-วัยทำงาน
"หมอนิธิ โพสต์ภาพวัคซีน ""ซิโนฟาร์ม"" ล็อต 2 ลัดฟ้าถึงไทยแล้ว ","หมอนิธิ โพสต์ภาพวัคซีน ""ซิโนเฟิร์ม"" ล็อต 2 ลัดฟ้าถึงไทยแล้ว "
"ใครทันบ้าง! รพ.รามาฯ แจ้งยอดจองวัคซีน ""ซิโนฟาร์ม"" เต็ม 6,400 รายแล้ว ","ใครทันบ้าง! รพ.รามาฯ แจ้งยอดจองวัคซีน ""ซิโนเฟิร์ม"" เต็ม 6,400 รายแล้ว "
"หมอนิธิ ชี้แจงผลข้างเคียงจาก ""ซิโนฟาร์ม"" ขอให้มั่นใจมีความปลอดภัยสูง","หมอนิธิ ชี้แจงผลข้างเคียงจาก ""ซิโนเฟิร์ม"" ขอให้มั่นใจมีความปลอดภัยสูง"
“วัคซีนโควาซิน”ของบริษัท ภารัต ไบโอเทค สัญชาติอินเดีย มีประสิทธิภาพต้านทานเชื้อสายพันธุ์เดลตาได้ 65.2%,“วัคซีนโควาซิน”ของบริษัท ภารัต ไบโอเทค สัญชาติอินเดีย มีประสิทธิภาพต้านทานเชื้อสายพันธุ์เดลตาได้ 65.2%
ศบค.เปิดไทม์ไลน์ความคืบหน้าการจัดซื้อ ‘วัคซีนโมเดอร์นา-ไฟเซอร์’ แจงเหตุผลทำไมถึงล่าช้า,ศคบ.เปิดไทม์ไลน์ความคืบหน้าการจัดซื้อ ‘วัคซีนโมเดอร์เนอร์-ไฟเบอร์’ แจงเหตุผลทำไมถึงล่าช้า
"เช็กก่อน! รพ.เอกชน หลายแห่ง ปิดระบบรับจองวัคซีนทางเลือก ""โมเดอร์นา""","เช็กก่อน! รพ.เอกชน หลายแห่ง ปิดระบบรับจองวัคซีนทางเลือก ""โมเดอร์เนอร์"""
ราชวิทยาลัยจุฬาภรณ์ประกาศ วัคซีนซิโนฟาร์ม ล็อตที่ 2 อีกจำนวน 1 ล้านโดส เดินทางมาไทยวันพรุ่งนี้,ราชวิทยาลัยจุฬาภรณ์ประกาศ วัคซีนซิโนเฟิร์ม ล็อตที่ 2 อีกจำนวน 1 ล้านโดส เดินทางมาไทยวันพรุ่งนี้
"สถานีกลางบางซื่อ งดฉีดวัคซีน ""ผู้ติดตาม"" ผู้สูงอายุ 75 ปีขึ้นไป ","สถานีกลางบางซื่อ งดฉีดวัคซีน ""ผู้ติดตาม"" ผู้สูงอายุ 75 ปีขึ้นไป "
"ราชวิทยาลัยจุฬาภรณ์ เปิดข้อมูลผลข้างเคียงฉีดวัคซีนโควิด-19 ""ซิโนฟาร์ม""","ราชวิทยาลัยจุฬาภรณ์ เปิดข้อมูลผลข้างเคียงฉีดวัคซีนโควิด-19 ""ซิโนเฟิร์ม"""
ผลการศึกษาข้อมูลล่าสุดพบว่า วัคซีนจอห์นสันฯ สามารถสร้างภูมิคุ้มกันได้นานอย่างน้อย 8 เดือน,ผลการศึกษาข้อมูลล่าสุดพบว่า วัคซีนจอห์นสันฯ สามารถสร้างภูมิคุ้มกันได้นานอย่างน้อย 8 เดือน
ไทยร่วมใจ แจ้งผ่านเว็บไซต์ปิดลงทะเบียนฉีดวัคซีนสำหรับชาวกทม.แล้ว เนื่องจากสิทธิเต็ม,ไทยร่วมใจ แจ้งผ่านเว็บไซต์ปิดลงทะเบียนฉีดวัคซีนสำหรับชาวกทม.แล้ว เนื่องจากสิทธิเต็ม
องค์การยาแห่งยุโรป เปิดรายชื่อวัคซีนโควิด-19  4 ชนิด สามารถป้องกันทุกสายพันธุ์,องค์การยาแห่งยุโรป เปิดรายชื่อวัคซีนโควิด-19  4 ชนิด สามารถป้องกันทุกสายพันธุ์
หมอคำนวณเผย ‘โควิดเดลตา’ ระบาดในกทม.40% แนะปรับแผนฉีดวัคซีนแบบพุ่งเป้าปกป้องปชช.กลุ่มเสี่ยง,หมอคำนวณเผย ‘โควิดเดลตา’ ระบาดในกทม.40% แนะปรับแผนฉีดวัคซีนแบบพุ่งเป้าปกป้องปชช.กลุ่มเสี่ยง
ผอ.สถาบันวัคซีนยอมรับว่าเดือนก.ค. วัคซีนแอสตร้าเซนเนก้า จะได้ไม่ถึง 10 ล้านโดสตามวางแผนเอาไว้,ผอ.สถาบันวัคซีนยอมรับว่าเดือนก.ค. วัคซีนแอสเตอร์ จะได้ไม่ถึง 10 ล้านโดสตามวางแผนเอาไว้
"""หมอนิธิ"" เผย ""วัคซีนซิโนฟาร์ม"" ล็อตสอง 1 ล้านโดส ถึงไทยอีก 2 วัน","""หมอนิธิ"" เผย ""วัคซีนซิโนเฟิร์ม"" ล็อตสอง 1 ล้านโดส ถึงไทยอีก 2 วัน"
ศธ.ครูและบุคลากรทางการศึกษาได้รับการฉีดวัคซีนโควิด -19 แล้วกว่า 2 แสนราย ครบ 100% แล้ว,ศธ.ครูและบุคลากรทางการศึกษาได้รับการฉีดวัคซีนโควิด -19 แล้วกว่า 2 แสนราย ครบ 100% แล้ว
สธ.จับมือ 4 ค่ายมือถือเปิดให้ผู้สูงอายุ 65 ปีขึ้นไป ลงทะเบียนฉีดวัคซีนศูนย์บางซื่อ เริ่ม 2 ก.ค.นี้,สธ.จับมือ 4 ค่ายมือถือเปิดให้ผู้สูงอายุ 65 ปีขึ้นไป ลงทะเบียนฉีดวัคซีนศูนย์บางซื่อ เริ่ม 2 ก.ค.นี้
"""หมออมร"" เปิดเหตุผล 5 ข้อ คลายข้อสงสัยควรฉีด ""วัคซีนโควิด-19 เข็มสาม"" หรือไม่?","""หมออมร"" เปิดเหตุผล 5 ข้อ คลายข้อสงสัยควรฉีด ""วัคซีนโควิด-19 เข็มสาม"" หรือไม่?"
เช็กเลย! โรงพยาบาลจุฬาฯ เปิดลงทะเบียนฉีดวัคซีนโควิดแล้ว,เช็กเลย! โรงพยาบาลจุฬาฯ เปิดลงทะเบียนฉีดวัคซีนโควิดแล้ว
อังกฤษเดินหน้าฉีดวัคซีนโควิด-19 เข็มที่ 3 ให้ปชช.กลุ่มสูงอายุ กระตุ้นภูมิก่อนเข้าฤดูหนาว,อังกฤษเดินหน้าฉีดวัคซีนโควิด-19 เข็มที่ 3 ให้ปชช.กลุ่มสูงอายุ กระตุ้นภูมิก่อนเข้าฤดูหนาว
ซิลลิค ฟาร์มา ผู้จัดหาและกระจาย “วัคซีนโมเดอร์นา” ในภูมิภาคเอเชียตะวันออกเฉียงใต้  เผยยอดสั่งจองเต็มจนถึงสิ้นปี,ซิลลิค ฟาร์มา ผู้จัดหาและกระจาย “วัคซีนโมเดอร์เนอร์” ในภูมิภาคเอเชียตะวันออกเฉียงใต้  เผยยอดสั่งจองเต็มจนถึงสิ้นปี
เปิดลิสต์รายชื่อโรงพยาบาลเอกชนเปิดให้จอง “วัคซีนโมเดอร์นา”  เช็กเลยมีที่ไหนบ้าง,เปิดลิสต์รายชื่อโรงพยาบาลเอกชนเปิดให้จอง “วัคซีนโมเดอร์เนอร์”  เช็กเลยมีที่ไหนบ้าง
"""หมอยง"" เผย วัคซีนซิโนแวคล็อตเดียวกัน ถ้าไม่เป็นวุ้นยังใช้ได้","""หมอยง"" เผย วัคซีนซิโนไทยล็อตเดียวกัน ถ้าไม่เป็นวุ้นยังใช้ได้"
ผลศึกษาวัคซีนโควิด 'แอสตร้าเซนเนก้า' 1 โดสสร้างภูมิคุ้มกันได้อย่างน้อย 1 ปี,ผลศึกษาวัคซีนโควิด 'แอสเตอร์' 1 โดสสร้างภูมิคุ้มกันได้อย่างน้อย 1 ปี
"องค์การเภสัชกรรมเผยราคาทางการ “วัคซีนโมเดอร์นา” ขายให้รพ.เอกชน โดสละ 1,100 บาท","องค์การเภสัชกรรมเผยราคาทางการ “วัคซีนโมเดอร์เนอร์” ขายให้รพ.เอกชน โดสละ 1,100 บาท"
"“หมอมานพ"" เผยข้อมูลฉีดแอสตร้าฯตามด้วยไฟเซอร์ ภูมิขึ้นเกือบเท่าฉีด “ไฟเซอร์” 2 เข็ม","“หมอมานพ"" เผยข้อมูลฉีดแอสตร้าฯตามด้วยไฟเบอร์ ภูมิขึ้นเกือบเท่าฉีด “ไฟเบอร์” 2 เข็ม"
"เครือรพ.พริ้นซ์เปิดลงทะเบียนจอง ‘วัคซีนโมเดอร์นา’  5 ก.ค.นี้ เคาะราคาตามมติสมาคม 3,400 บาท ","เครือรพ.พริ้นซ์เปิดลงทะเบียนจอง ‘วัคซีนโมเดอร์เนอร์’  5 ก.ค.นี้ เคาะราคาตามมติสมาคม 3,400 บาท "
เริ่มวันนี้! ผู้สูงอายุตั้งแต่75ปี ฉีดวัคซีนโควิดแบบ ON-SITE ที่สถานีกลางบางซื่อ,เริ่มวันนี้! ผู้สูงอายุตั้งแต่75ปี ฉีดวัคซีนโควิดแบบ ON-SITE ที่สถานีกลางบางซื่อ
ข่าวดี 'หมอยง' คาดภายในสิ้นปีนี้เด็กอายุ3ปีขึ้นไปมีวัคซีนโควิดใช้แน่นอน,ข่าวดี 'หมอยง' คาดภายในสิ้นปีนี้เด็กอายุ3ปีขึ้นไปมีวัคซีนโควิดใช้แน่นอน
เปิดผลตรวจสอบ 'วัคซีนซิโนแวค' รุ่นการผลิตที่มีปัญหาตกตะกอน,เปิดผลตรวจสอบ 'วัคซีนซิโนไทย' รุ่นการผลิตที่มีปัญหาตกตะกอน
เช็กเลย! รพ.วิภาวดี ประกาศแจ้งคืนเงิน 400 บาท ให้ผู้จองวัคซีนโมเดอร์นา,เช็กเลย! รพ.วิภาวดี ประกาศแจ้งคืนเงิน 400 บาท ให้ผู้จองวัคซีนโมเดอร์เนอร์
"หมอนิธิ ฮึ่ม! มีคนนำวัคซีน ""ซิโนฟาร์ม"" ไปขายต่อ เรียกเก็บเงิน","หมอนิธิ ฮึ่ม! มีคนนำวัคซีน ""ซิโนเฟิร์ม"" ไปขายต่อ เรียกเก็บเงิน"
"ครม.รับทราบญี่ปุ่นบริจาค ""แอสตร้าเซนเนก้า"" คาดส่งมอบให้ไทยต้นก.ค.นี้ ","ครม.รับทราบญี่ปุ่นบริจาค ""แอสเตอร์"" คาดส่งมอบให้ไทยต้นก.ค.นี้ "
อย.แถลงด่วน! 'วัคซีนซิโนแวค' เป็นเจลใส ยังไม่ได้นำไปฉีดให้ประชาชน,อย.แถลงด่วน! 'วัคซีนซิโนไทย' เป็นเจลใส ยังไม่ได้นำไปฉีดให้ประชาชน
ด่วน! อย.แจ้งหากพบวัคซีน'ซิโนแวค' เป็นเจลใสให้ระงับการฉีดทันที,ด่วน! อย.แจ้งหากพบวัคซีน'ซิโนไทย' เป็นเจลใสให้ระงับการฉีดทันที
ผลวิจัย พบฉีดวัคซีน แอสตร้าเซนเนก้าผสมไฟเซอร์ กระตุ้นภูมิคุ้มกันได้ดี,ผลวิจัย พบฉีดวัคซีน แอสเตอร์ผสมไฟเบอร์ กระตุ้นภูมิคุ้มกันได้ดี
"สมาคม รพ.เอกชน เคาะราคาวัคซีนโควิด ""โมเดอร์นา"" 2 เข็ม 3,400 บาท","สมาคม รพ.เอกชน เคาะราคาวัคซีนโควิด ""โมเดอร์เนอร์"" 2 เข็ม 3,400 บาท"
หมอพร้อม แจ้งข้อมูลคนกทม.ที่จองคิววัคซีนเดือนส.ค. ถูกเลื่อนฉีดวัคซีนเร็วขึ้น,พยาบาลพร้อม แจ้งข้อมูลคนกทม.ที่จองคิววัคซีนเดือนส.ค. ถูกเลื่อนฉีดวัคซีนเร็วขึ้น
แอสตร้าเซนเนก้าเริ่มทดลองวัคซีนสูตรใหม่ AZD-2816 ใช้ป้องกันโควิดสายพันธุ์เบตา,แอสเตอร์เริ่มทดลองวัคซีนสูตรใหม่ AZD-2816 ใช้ป้องกันโควิดสายพันธุ์เบตา
กรมวิทยาศาสตร์การแพทย์ยืนยันฉีดวัคซีนซิโนแวคครบ 2 เข็ม ป้องกันการติดเชื้อโควิดได้ในระดับ 70-90%,กรมวิทยาศาสตร์การแพทย์ยืนยันฉีดวัคซีนซิโนไทยครบ 2 เข็ม ป้องกันการติดเชื้อโควิดได้ในระดับ 70-90%
แอสตร้าเซนเนก้าเตรียมส่งมอบวัคซีนให้ครบ 6 ล้านโดสภายในสัปดาห์นี้,แอสเตอร์เตรียมส่งมอบวัคซีนให้ครบ 6 ล้านโดสภายในสัปดาห์นี้
คณะวิจัยของญี่ปุ่น รายงานผลศึกษาการฉีดวัคซีนโมเดอร์นา พบว่า คนหนุ่มสาวพบอาการข้างเคียงมากที่สุด,คณะวิจัยของญี่ปุ่น รายงานผลศึกษาการฉีดวัคซีนโมเดอร์เนอร์ พบว่า คนหนุ่มสาวพบอาการข้างเคียงมากที่สุด
"FDA เพิ่มคำเตือนวัคซีน ""ไฟเซอร์-โมเดอร์นา"" เสี่ยงกล้ามเนื้อหัวใจอักเสบ","FDA เพิ่มคำเตือนวัคซีน ""ไฟเบอร์-โมเดอร์เนอร์"" เสี่ยงกล้ามเนื้อหัวใจอักเสบ"
"ผลวิจัยชี้ ""ไฟเซอร์"" 2 เข็ม สร้างแอนติบอดี้เหนือกว่า ""ซิโนเเวค"" ราว 11 เท่า ","ผลวิจัยชี้ ""ไฟเบอร์"" 2 เข็ม สร้างแอนติบอดี้เหนือกว่า ""ซิโนเเวค"" ราว 11 เท่า "
เปิดจุดเด่นของ Chula-Cov19 วัคซีนคนไทยสู้โรคโควิด-19,เปิดจุดเด่นของ Chula-Cov19 วัคซีนคนไทยสู้โรคโควิด-19
"รพ.สินแพทย์ รามอินทรา แจ้งเลื่อนฉีดวัคซีน ""แอสตร้าฯ"" เข็ม 2 เป็น 12 สัปดาห์ ","รพ.สินแพทย์ รามอินทรา แจ้งเลื่อนฉีดวัคซีน ""แอสตร้าฯ"" เข็ม 2 เป็น 12 สัปดาห์ "
รพ.ศิริราช เปิดให้ผู้สูงอายุ-7โรคกลุ่มเสี่ยง ลงทะเบียนจองคิวฉีดวัคซีนโควิด,รพ.ศิริราช เปิดให้ผู้สูงอายุ-7โรคกลุ่มเสี่ยง ลงทะเบียนจองคิวฉีดวัคซีนโควิด
เช็กด่วน 'ไทยร่วมใจ' คิวฉีดเดิมตั้งแต่19มิ.ย.จะรีบแจ้งคิวใหม่ เมื่อได้รับจัดสรรวัคซีน,เช็กด่วน 'ไทยร่วมใจ' คิวฉีดเดิมตั้งแต่19มิ.ย.จะรีบแจ้งคิวใหม่ เมื่อได้รับจัดสรรวัคซีน
ญี่ปุ่นประกาศจะบริจาควัคซีนโควิดให้ไทย-ประเทศในเอเชียรวม6ล้านโดส,ญี่ปุ่นประกาศจะบริจาควัคซีนโควิดให้ไทย-ประเทศในเอเชียรวม6ล้านโดส
ไขข้อสงสัย ทำไมเมื่อฉีดวัคซีน ต้องการภูมิในน้ำเหลืองที่ยับยั้งไวรัสได้สูง 70%,ไขข้อสงสัย ทำไมเมื่อฉีดวัคซีน ต้องการภูมิในน้ำเหลืองที่ยับยั้งไวรัสได้สูง 70%
เปิดข้อมูล ประสิทธิภาพวัคซีนซิโนแวค-ความจำเป็นต้องฉีดเข็มที่3หรือไม่,เปิดข้อมูล ประสิทธิภาพวัคซีนซิโนไทย-ความจำเป็นต้องฉีดเข็มที่3หรือไม่
ด่วน! อย.อนุมัติ “ไฟเซอร์” เป็นวัคซีนโควิด รายการที่ 6 ของไทยแล้ว,ด่วน! อย.อนุมัติ “ไฟเบอร์” เป็นวัคซีนโควิด รายการที่ 6 ของไทยแล้ว
"กางเกณฑ์เยียวยาแพ้วัคซีน สปสช.จ่ายเฉพาะ ""วัคซีนฟรี"" เท่านั้น ","กางเกณฑ์เยียวยาแพ้วัคซีน สปสช.จ่ายเฉพาะ ""วัคซีนฟรี"" เท่านั้น "
"หมอนิธิ แนะรพ.รีบฉีด ""ซิโนฟาร์ม"" หากช้าจะไม่ได้รับเลือกให้เป็นที่สำหรับฉีดรายบุคคลธรรมดา ","หมอนิธิ แนะรพ.รีบฉีด ""ซิโนเฟิร์ม"" หากช้าจะไม่ได้รับเลือกให้เป็นที่สำหรับฉีดรายบุคคลธรรมดา "
"สบส.เตือนภัย! โฆษณาหลอกลวงจอง ""วัคซีนโมเดอร์นา"" ผ่านเว็บไซต์ ","สบส.เตือนภัย! โฆษณาหลอกลวงจอง ""วัคซีนโมเดอร์เนอร์"" ผ่านเว็บไซต์ "
"รับรองรุ่นการผลิตวัคซีน ""ซิโนฟาร์ม""ผ่านล็อตแรกแล้ว 7 รุ่นการผลิต เตรียมฉีดเข็มแรกพร้อมกันทั่วประเทศในวันพรุ่งนี้","รับรองรุ่นการผลิตวัคซีน ""ซิโนเฟิร์ม""ผ่านล็อตแรกแล้ว 7 รุ่นการผลิต เตรียมฉีดเข็มแรกพร้อมกันทั่วประเทศในวันพรุ่งนี้"
"ไขข้อข้องใจ ""ลิ่มเลือดอุดตัน"" หลังฉีดวัคซีนโควิด โอกาสเกิดขึ้นน้อยจริงหรือไม่","ไขข้อข้องใจ ""ลิ่มเลือดอุดตัน"" หลังฉีดวัคซีนโควิด โอกาสเกิดขึ้นน้อยจริงหรือไม่"
สหรัฐฯ เพิ่มคำเตือนวัคซีนโควิด-19ไฟเซอร์และโมเดอร์นา เกี่ยวกับความเสี่ยงที่จะเกิดอาการกล้ามเนื้อหัวใจอักเสบ,เกาหลีใต้ฯ เพิ่มคำเตือนวัคซีนโควิด-19ไฟเบอร์และโมเดอร์เนอร์ เกี่ยวกับความเสี่ยงที่จะเกิดอาการกล้ามเนื้อหัวใจอักเสบ
"“หมอพร้อม” เปิดสถิติ 5 อันดับ ""อาการไม่พึงประสงค์"" หลังฉีดวัคซีน","“พยาบาลพร้อม” เปิดสถิติ 5 อันดับ ""อาการไม่พึงประสงค์"" หลังฉีดวัคซีน"
"วัคซีน ""ซิโนแวค"" อีก 2 ล้านโดส ส่งตรงถึงกทม.แล้ว","วัคซีน ""ซิโนไทย"" อีก 2 ล้านโดส ส่งตรงถึงกทม.แล้ว"
"วัคซีน ""โควาซีน"" ของอินเดีย มีประสิทธิภาพต้านโควิด 77.8%","วัคซีน ""โควาซีน"" ของอินเดีย มีประสิทธิภาพต้านโควิด 77.8%"
ซิโนฟาร์ม พร้อมฉีดแล้ว! 7 รุ่นการผลิตผ่านการตรวจรับรองจากกรมวิทย์ฯ,ซิโนเฟิร์ม พร้อมฉีดแล้ว! 7 รุ่นการผลิตผ่านการตรวจรับรองจากกรมวิทย์ฯ
"พบวัยรุ่นสหรัฐฯ ""กล้ามเนื้อหัวใจอักเสบ"" หลังฉีดวัคซีน 2 เข็ม ","พบวัยรุ่นเกาหลีใต้ฯ ""กล้ามเนื้อหัวใจอักเสบ"" หลังฉีดวัคซีน 2 เข็ม "
"เปิดข้อมูลตรวจวัดระดับภูมิคุ้มกัน ก่อน-หลัง ฉีด ""ซิโนแวค-แอสตร้าเซนเนก้า""  ","เปิดข้อมูลตรวจวัดระดับภูมิคุ้มกัน ก่อน-หลัง ฉีด ""ซิโนไทย-แอสเตอร์""  "
"อนุทิน แจง วัคซีน ""โมเดอร์นา"" เป็นหน้าที่ รพ.เอกชน เจรจา ยืนยันไม่ล่าช้า","อนุทิน แจง วัคซีน ""โมเดอร์เนอร์"" เป็นหน้าที่ รพ.เอกชน เจรจา ยืนยันไม่ล่าช้า"
"TOP 5 อาการไม่พึงประสงค์หลังฉีดวัคซีนโควิด-19 ""ซิโนแวค-แอสตร้าเซนเนก้า""","TOP 5 อาการไม่พึงประสงค์หลังฉีดวัคซีนโควิด-19 ""ซิโนไทย-แอสเตอร์"""
"เช็กด่วน! ประกาศการจัดสรรวัคซีนตัวเลือก ""ซิโนฟาร์ม"" ครั้งที่ 2 กว่า 1.2 พันองค์กร ","เช็กด่วน! ประกาศการจัดสรรวัคซีนตัวเลือก ""ซิโนเฟิร์ม"" ครั้งที่ 2 กว่า 1.2 พันองค์กร "
"ราชวิทยาลัยจุฬาภรณ์ เตรียมประกาศผลจัดสรรวัคซีน""ซิโนฟาร์ม""เพิ่มเติมวันนี้ ","ราชวิทยาลัยจุฬาภรณ์ เตรียมประกาศผลจัดสรรวัคซีน""ซิโนเฟิร์ม""เพิ่มเติมวันนี้ "
"""แอสตร้าเซนเนก้า"" เผยวัคซีนป้องกันโควิดสายพันธุ์เดลต้า-แคปปา ได้มากกว่า 90%","""แอสเตอร์"" เผยวัคซีนป้องกันโควิดสายพันธุ์เดลต้า-แคปปา ได้มากกว่า 90%"
